,region,SMT,VCI,TCI,VHI,week,year,SMN
0,Вінницька,292.68,13.75,73.72,43.74,35,1981,0.255
1,Вінницька,292.31,19.82,63.72,41.77,36,1981,0.255
2,Вінницька,291.88,30.21,51.66,40.93,37,1981,0.258
3,Вінницька,291.08,39.91,42.64,41.28,38,1981,0.259
4,Вінницька,289.75,47.88,37.6,42.74,39,1981,0.256
5,Вінницька,287.77,54.64,37.0,45.82,40,1981,0.249
6,Вінницька,284.88,60.87,43.25,52.06,41,1981,0.236
7,Вінницька,281.24,65.71,56.15,60.93,42,1981,0.219
8,Вінницька,277.53,65.17,64.36,64.76,43,1981,0.194
9,Вінницька,273.3,58.33,66.2,62.27,44,1981,0.161
10,Вінницька,269.05,45.64,65.89,55.77,45,1981,0.123
11,Вінницька,265.99,40.66,63.96,52.31,46,1981,0.099
12,Вінницька,264.01,41.53,61.45,51.49,47,1981,0.086
13,Вінницька,263.07,43.06,58.22,50.64,48,1981,0.076
14,Вінницька,262.06,41.78,56.29,49.04,49,1981,0.068
15,Вінницька,261.04,45.38,53.52,49.45,50,1981,0.064
16,Вінницька,259.85,45.92,50.4,48.16,51,1981,0.059
17,Вінницька,259.28,44.0,47.22,45.61,52,1981,0.054
18,Вінницька,260.31,45.01,39.46,42.23,01,1982,0.053
19,Вінницька,262.29,46.83,31.75,39.29,02,1982,0.054
20,Вінницька,263.82,48.13,27.24,37.68,03,1982,0.055
21,Вінницька,265.33,46.09,23.91,35.0,04,1982,0.053
22,Вінницька,265.66,41.46,26.65,34.06,05,1982,0.050
23,Вінницька,266.55,36.56,29.46,33.01,06,1982,0.048
24,Вінницька,267.84,32.17,31.14,31.65,07,1982,0.048
25,Вінницька,269.3,30.3,32.5,31.4,08,1982,0.050
26,Вінницька,270.75,28.23,35.22,31.73,09,1982,0.052
27,Вінницька,272.73,25.25,37.63,31.44,10,1982,0.056
28,Вінницька,275.46,26.81,34.79,30.8,11,1982,0.069
29,Вінницька,278.05,27.87,35.91,31.89,12,1982,0.085
30,Вінницька,279.89,26.45,40.3,33.37,13,1982,0.096
31,Вінницька,281.55,22.93,45.47,34.2,14,1982,0.109
32,Вінницька,282.57,16.15,59.42,37.78,15,1982,0.120
33,Вінницька,284.04,13.92,73.7,43.81,16,1982,0.145
34,Вінницька,286.05,15.91,83.78,49.85,17,1982,0.180
35,Вінницька,288.73,25.98,83.95,54.97,18,1982,0.236
36,Вінницька,291.42,34.53,77.2,55.86,19,1982,0.292
37,Вінницька,293.07,38.39,70.79,54.59,20,1982,0.336
38,Вінницька,293.62,38.62,71.8,55.21,21,1982,0.366
39,Вінницька,293.55,34.9,75.39,55.14,22,1982,0.383
40,Вінницька,293.47,29.29,77.99,53.64,23,1982,0.391
41,Вінницька,293.51,27.5,80.68,54.09,24,1982,0.395
42,Вінницька,293.26,27.46,86.21,56.84,25,1982,0.396
43,Вінницька,293.16,27.71,89.14,58.43,26,1982,0.395
44,Вінницька,293.5,29.53,88.81,59.17,27,1982,0.394
45,Вінницька,293.83,34.04,88.18,61.11,28,1982,0.392
46,Вінницька,294.17,39.85,87.0,63.42,29,1982,0.393
47,Вінницька,294.43,43.47,85.68,64.58,30,1982,0.388
48,Вінницька,294.83,44.62,81.04,62.83,31,1982,0.383
49,Вінницька,295.3,46.78,73.25,60.01,32,1982,0.378
50,Вінницька,295.43,50.98,66.04,58.51,33,1982,0.374
51,Вінницька,295.3,54.79,59.39,57.09,34,1982,0.368
52,Вінницька,294.95,60.47,50.47,55.47,35,1982,0.362
53,Вінницька,294.4,65.8,40.42,53.11,36,1982,0.352
54,Вінницька,293.49,67.37,32.84,50.1,37,1982,0.332
55,Вінницька,292.14,68.18,30.2,49.19,38,1982,0.313
56,Вінницька,290.29,64.53,31.4,47.97,39,1982,0.287
57,Вінницька,287.91,54.93,35.92,45.43,40,1982,0.250
58,Вінницька,285.34,44.69,37.53,41.11,41,1982,0.211
59,Вінницька,282.92,36.32,36.38,36.35,42,1982,0.174
60,Вінницька,280.78,35.06,34.47,34.76,43,1982,0.147
61,Вінницька,279.06,35.39,22.51,28.95,44,1982,0.126
62,Вінницька,277.36,32.35,16.01,24.18,45,1982,0.105
63,Вінницька,275.31,32.21,15.45,23.83,46,1982,0.088
64,Вінницька,272.39,29.41,21.78,25.6,47,1982,0.072
65,Вінницька,269.21,28.24,31.16,29.7,48,1982,0.061
66,Вінницька,266.27,25.02,38.86,31.94,49,1982,0.052
67,Вінницька,263.47,22.98,43.6,33.29,50,1982,0.044
68,Вінницька,261.27,28.58,44.64,36.61,51,1982,0.044
69,Вінницька,260.47,31.78,42.52,37.15,52,1982,0.044
70,Вінницька,260.46,32.51,38.52,35.52,01,1983,0.042
71,Вінницька,260.74,32.31,36.91,34.61,02,1983,0.041
72,Вінницька,260.68,34.9,37.82,36.36,03,1983,0.042
73,Вінницька,260.72,37.87,39.24,38.56,04,1983,0.045
74,Вінницька,260.77,37.32,42.44,39.88,05,1983,0.045
75,Вінницька,260.43,32.86,49.14,41.0,06,1983,0.044
76,Вінницька,261.08,29.76,53.18,41.47,07,1983,0.044
77,Вінницька,262.65,29.39,54.87,42.13,08,1983,0.049
78,Вінницька,265.42,30.87,53.78,42.32,09,1983,0.056
79,Вінницька,269.12,32.35,50.97,41.66,10,1983,0.068
80,Вінницька,273.39,34.28,42.77,38.52,11,1983,0.083
81,Вінницька,277.45,37.17,38.0,37.59,12,1983,0.102
82,Вінницька,281.9,42.6,31.26,36.93,13,1983,0.128
83,Вінницька,285.72,45.99,24.17,35.08,14,1983,0.154
84,Вінницька,288.62,46.97,21.68,34.32,15,1983,0.183
85,Вінницька,290.59,46.18,25.21,35.7,16,1983,0.213
86,Вінницька,292.5,47.39,27.73,37.56,17,1983,0.248
87,Вінницька,294.01,49.4,32.15,40.77,18,1983,0.285
88,Вінницька,294.93,50.29,39.52,44.91,19,1983,0.324
89,Вінницька,295.61,48.31,43.63,45.97,20,1983,0.354
90,Вінницька,296.06,44.7,46.47,45.58,21,1983,0.375
91,Вінницька,296.21,41.82,49.3,45.56,22,1983,0.393
92,Вінницька,295.89,37.5,54.92,46.21,23,1983,0.402
93,Вінницька,295.37,30.08,62.73,46.41,24,1983,0.398
94,Вінницька,295.55,27.35,63.44,45.4,25,1983,0.395
95,Вінницька,295.83,26.21,61.74,43.97,26,1983,0.392
96,Вінницька,295.84,24.03,63.71,43.87,27,1983,0.384
97,Вінницька,295.71,19.88,67.51,43.7,28,1983,0.366
98,Вінницька,295.61,14.97,71.1,43.03,29,1983,0.345
99,Вінницька,295.46,12.14,74.52,43.33,30,1983,0.324
100,Вінницька,295.23,13.27,76.96,45.11,31,1983,0.317
101,Вінницька,295.15,18.15,75.06,46.6,32,1983,0.320
102,Вінницька,295.03,24.55,70.56,47.56,33,1983,0.322
103,Вінницька,294.99,31.25,63.13,47.19,34,1983,0.323
104,Вінницька,295.09,42.25,48.99,45.62,35,1983,0.327
105,Вінницька,294.35,48.6,40.95,44.78,36,1983,0.319
106,Вінницька,293.3,51.48,35.49,43.49,37,1983,0.302
107,Вінницька,292.03,52.88,31.98,42.43,38,1983,0.285
108,Вінницька,290.0,52.2,35.99,44.1,39,1983,0.264
109,Вінницька,287.88,52.61,37.45,45.03,40,1983,0.246
110,Вінницька,285.68,51.99,34.42,43.21,41,1983,0.223
111,Вінницька,283.12,51.57,35.55,43.56,42,1983,0.198
112,Вінницька,280.43,50.1,39.02,44.56,43,1983,0.171
113,Вінницька,277.34,48.14,37.49,42.81,44,1983,0.146
114,Вінницька,274.36,45.55,36.55,41.05,45,1983,0.124
115,Вінницька,271.95,42.99,35.13,39.06,46,1983,0.103
116,Вінницька,269.05,42.57,39.45,41.01,47,1983,0.087
117,Вінницька,267.1,46.31,41.52,43.91,48,1983,0.081
118,Вінницька,265.72,45.1,41.4,43.25,49,1983,0.072
119,Вінницька,264.23,45.56,40.56,43.06,50,1983,0.065
120,Вінницька,261.83,44.21,42.68,43.44,51,1983,0.058
121,Вінницька,259.1,41.31,47.96,44.63,52,1983,0.052
122,Вінницька,257.42,40.77,49.92,45.35,01,1984,0.050
123,Вінницька,256.74,39.32,52.12,45.72,02,1984,0.047
124,Вінницька,255.68,37.37,57.52,47.44,03,1984,0.044
125,Вінницька,255.47,34.55,59.96,47.25,04,1984,0.041
126,Вінницька,256.11,31.21,60.19,45.7,05,1984,0.039
127,Вінницька,256.96,27.71,62.24,44.98,06,1984,0.037
128,Вінницька,257.88,24.61,64.98,44.79,07,1984,0.037
129,Вінницька,258.11,22.89,71.12,47.0,08,1984,0.039
130,Вінницька,260.37,22.16,71.96,47.06,09,1984,0.041
131,Вінницька,264.02,20.48,70.03,45.26,10,1984,0.047
132,Вінницька,268.33,20.45,62.93,41.69,11,1984,0.057
133,Вінницька,273.36,22.3,54.75,38.52,12,1984,0.074
134,Вінницька,278.76,24.99,45.15,35.07,13,1984,0.094
135,Вінницька,283.72,27.85,34.54,31.19,14,1984,0.119
136,Вінницька,287.22,29.68,30.8,30.24,15,1984,0.149
137,Вінницька,289.08,28.91,37.09,33.0,16,1984,0.177
138,Вінницька,290.91,28.76,42.4,35.58,17,1984,0.208
139,Вінницька,292.34,30.62,49.05,39.84,18,1984,0.246
140,Вінницька,293.17,33.37,58.5,45.94,19,1984,0.290
141,Вінницька,293.46,35.18,66.14,50.66,20,1984,0.330
142,Вінницька,293.35,35.93,73.96,54.94,21,1984,0.362
143,Вінницька,293.09,34.85,79.34,57.09,22,1984,0.384
144,Вінницька,292.66,34.85,85.04,59.94,23,1984,0.399
145,Вінницька,292.52,38.86,89.15,64.01,24,1984,0.413
146,Вінницька,292.82,44.4,89.9,67.15,25,1984,0.423
147,Вінницька,292.97,47.19,90.66,68.92,26,1984,0.428
148,Вінницька,293.36,49.22,90.06,69.64,27,1984,0.428
149,Вінницька,293.91,54.02,87.25,70.64,28,1984,0.428
150,Вінницька,294.22,55.66,86.36,71.01,29,1984,0.422
151,Вінницька,294.34,55.34,86.59,70.96,30,1984,0.411
152,Вінницька,294.16,52.99,87.95,70.47,31,1984,0.398
153,Вінницька,294.1,52.46,85.79,69.13,32,1984,0.388
154,Вінницька,293.67,52.6,85.0,68.8,33,1984,0.376
155,Вінницька,293.18,52.75,83.66,68.2,34,1984,0.364
156,Вінницька,292.36,51.31,81.23,66.27,35,1984,0.344
157,Вінницька,291.55,50.19,75.72,62.95,36,1984,0.322
158,Вінницька,290.75,49.76,68.11,58.93,37,1984,0.299
159,Вінницька,289.42,44.54,66.83,55.69,38,1984,0.269
160,Вінницька,287.63,38.81,68.36,53.58,39,1984,0.241
161,Вінницька,285.72,37.1,66.64,51.87,40,1984,0.221
162,Вінницька,283.56,41.28,63.12,52.2,41,1984,0.206
163,Вінницька,281.43,46.63,56.2,51.41,42,1984,0.191
164,Вінницька,278.99,48.53,53.32,50.93,43,1984,0.169
165,Вінницька,276.11,46.49,47.91,47.2,44,1984,0.143
166,Вінницька,272.45,43.65,49.55,46.6,45,1984,0.120
167,Вінницька,269.46,40.26,49.86,45.06,46,1984,0.098
168,Вінницька,267.56,40.85,47.54,44.19,47,1984,0.084
169,Вінницька,266.4,44.35,45.36,44.85,48,1984,0.078
170,Вінницька,267.15,48.31,35.63,41.97,49,1984,0.075
171,Вінницька,268.58,16.59,43.04,29.82,09,1985,0.033
172,Вінницька,269.5,12.99,49.84,31.42,10,1985,0.034
173,Вінницька,271.36,11.58,51.04,31.31,11,1985,0.041
174,Вінницька,274.46,11.97,50.36,31.17,12,1985,0.054
175,Вінницька,278.9,15.53,44.6,30.06,13,1985,0.075
176,Вінницька,282.94,20.08,38.55,29.31,14,1985,0.103
177,Вінницька,286.31,23.98,36.46,30.22,15,1985,0.136
178,Вінницька,289.16,27.38,36.39,31.88,16,1985,0.174
179,Вінницька,291.53,32.14,36.99,34.56,17,1985,0.215
180,Вінницька,292.75,36.02,45.14,40.58,18,1985,0.257
181,Вінницька,294.09,38.39,48.92,43.65,19,1985,0.300
182,Вінницька,294.89,36.91,51.42,44.17,20,1985,0.333
183,Вінницька,294.82,35.67,59.23,47.45,21,1985,0.361
184,Вінницька,294.63,34.83,64.86,49.84,22,1985,0.384
185,Вінницька,294.06,32.91,72.66,52.78,23,1985,0.396
186,Вінницька,293.32,30.98,82.51,56.75,24,1985,0.400
187,Вінницька,293.21,33.26,86.58,59.92,25,1985,0.406
188,Вінницька,293.28,33.95,87.78,60.87,26,1985,0.406
189,Вінницька,293.46,35.07,89.18,62.12,27,1985,0.404
190,Вінницька,293.79,38.0,88.6,63.3,28,1985,0.400
191,Вінницька,294.36,42.32,85.0,63.66,29,1985,0.398
192,Вінницька,294.94,46.43,80.15,63.29,30,1985,0.394
193,Вінницька,295.79,47.81,70.85,59.33,31,1985,0.388
194,Вінницька,296.36,48.81,61.72,55.27,32,1985,0.381
195,Вінницька,296.62,49.1,53.0,51.05,33,1985,0.369
196,Вінницька,296.46,46.48,45.92,46.2,34,1985,0.352
197,Вінницька,295.84,44.69,39.58,42.14,35,1985,0.331
198,Вінницька,294.38,42.38,39.98,41.18,36,1985,0.306
199,Вінницька,292.6,40.93,43.75,42.34,37,1985,0.281
200,Вінницька,291.0,39.3,44.76,42.03,38,1985,0.258
201,Вінницька,289.18,36.62,46.29,41.46,39,1985,0.237
202,Вінницька,286.81,31.8,51.15,41.48,40,1985,0.211
203,Вінницька,284.25,32.38,53.12,42.75,41,1985,0.191
204,Вінницька,282.06,34.96,47.74,41.35,42,1985,0.171
205,Вінницька,279.78,37.99,45.09,41.54,43,1985,0.152
206,Вінницька,276.76,39.66,42.09,40.87,44,1985,0.133
207,Вінницька,273.36,36.02,43.08,39.55,45,1985,0.111
208,Вінницька,269.39,27.39,49.97,38.68,46,1985,0.083
209,Вінницька,265.69,18.17,56.99,37.58,47,1985,0.060
210,Вінницька,261.19,14.02,69.91,41.96,48,1985,0.046
211,Вінницька,256.05,12.65,83.54,48.09,49,1985,0.040
212,Вінницька,251.84,11.85,90.69,51.27,50,1985,0.034
213,Вінницька,248.87,12.92,92.19,52.56,51,1985,0.030
214,Вінницька,246.59,13.2,92.34,52.77,52,1985,0.027
215,Вінницька,244.98,14.39,92.72,53.55,01,1986,0.026
216,Вінницька,245.66,16.71,90.5,53.61,02,1986,0.026
217,Вінницька,248.73,18.47,81.96,50.22,03,1986,0.026
218,Вінницька,251.5,18.43,73.79,46.11,04,1986,0.025
219,Вінницька,252.43,17.12,72.73,44.93,05,1986,0.024
220,Вінницька,254.06,15.36,71.97,43.67,06,1986,0.023
221,Вінницька,257.03,12.27,67.82,40.04,07,1986,0.021
222,Вінницька,259.75,10.89,65.31,38.1,08,1986,0.021
223,Вінницька,262.16,11.04,65.38,38.21,09,1986,0.023
224,Вінницька,264.9,8.91,66.51,37.71,10,1986,0.027
225,Вінницька,269.62,9.83,57.76,33.8,11,1986,0.038
226,Вінницька,275.12,12.49,47.59,30.04,12,1986,0.055
227,Вінницька,280.22,17.52,38.82,28.17,13,1986,0.079
228,Вінницька,283.99,23.27,33.23,28.25,14,1986,0.110
229,Вінницька,287.82,27.86,26.99,27.43,15,1986,0.145
230,Вінницька,290.99,30.33,22.64,26.48,16,1986,0.181
231,Вінницька,293.24,36.1,21.9,29.0,17,1986,0.225
232,Вінницька,295.01,43.97,22.87,33.42,18,1986,0.276
233,Вінницька,296.65,45.98,22.29,34.14,19,1986,0.317
234,Вінницька,298.23,46.83,17.72,32.28,20,1986,0.353
235,Вінницька,298.95,47.09,18.29,32.69,21,1986,0.382
236,Вінницька,299.28,46.59,20.63,33.61,22,1986,0.404
237,Вінницька,299.29,41.54,23.85,32.7,23,1986,0.411
238,Вінницька,299.13,37.28,28.26,32.77,24,1986,0.411
239,Вінницька,299.11,35.87,29.45,32.66,25,1986,0.410
240,Вінницька,298.77,30.56,32.96,31.76,26,1986,0.400
241,Вінницька,298.4,26.88,37.96,32.42,27,1986,0.390
242,Вінницька,298.31,26.21,40.62,33.41,28,1986,0.379
243,Вінницька,298.7,27.89,38.58,33.23,29,1986,0.371
244,Вінницька,299.34,32.59,34.03,33.31,30,1986,0.367
245,Вінницька,299.75,33.33,29.9,31.61,31,1986,0.360
246,Вінницька,299.42,31.4,30.05,30.72,32,1986,0.348
247,Вінницька,299.09,31.65,26.71,29.18,33,1986,0.338
248,Вінницька,298.29,30.17,25.68,27.92,34,1986,0.323
249,Вінницька,297.42,30.3,21.8,26.05,35,1986,0.306
250,Вінницька,295.84,29.57,23.0,26.29,36,1986,0.284
251,Вінницька,293.74,31.87,30.01,30.94,37,1986,0.266
252,Вінницька,291.71,33.24,36.1,34.67,38,1986,0.250
253,Вінницька,289.72,31.76,39.52,35.64,39,1986,0.230
254,Вінницька,287.24,28.2,45.69,36.94,40,1986,0.207
255,Вінницька,284.69,25.02,47.51,36.27,41,1986,0.180
256,Вінницька,282.54,22.06,42.05,32.05,42,1986,0.151
257,Вінницька,279.46,17.86,47.79,32.83,43,1986,0.120
258,Вінницька,275.43,12.52,52.3,32.41,44,1986,0.091
259,Вінницька,271.92,7.98,52.05,30.02,45,1986,0.070
260,Вінницька,269.37,6.01,49.61,27.81,46,1986,0.055
261,Вінницька,267.24,6.48,48.67,27.58,47,1986,0.046
262,Вінницька,265.06,7.24,51.48,29.36,48,1986,0.039
263,Вінницька,262.2,6.7,57.12,31.91,49,1986,0.034
264,Вінницька,258.85,8.96,62.97,35.96,50,1986,0.032
265,Вінницька,255.7,13.45,66.77,40.11,51,1986,0.031
266,Вінницька,253.61,16.91,68.03,42.47,52,1986,0.031
267,Вінницька,251.4,18.27,71.45,44.86,01,1987,0.030
268,Вінницька,250.59,18.99,74.33,46.66,02,1987,0.029
269,Вінницька,250.69,20.59,75.78,48.18,03,1987,0.029
270,Вінницька,251.33,18.86,74.97,46.91,04,1987,0.026
271,Вінницька,251.89,15.76,75.01,45.38,05,1987,0.023
272,Вінницька,252.89,14.05,76.22,45.14,06,1987,0.021
273,Вінницька,254.68,11.91,75.93,43.92,07,1987,0.021
274,Вінницька,256.24,11.52,77.54,44.53,08,1987,0.022
275,Вінницька,257.88,10.86,80.44,45.65,09,1987,0.023
276,Вінницька,258.98,7.22,88.02,47.62,10,1987,0.024
277,Вінницька,260.84,4.57,91.51,48.04,11,1987,0.028
278,Вінницька,263.82,2.54,91.96,47.25,12,1987,0.035
279,Вінницька,267.93,1.31,90.82,46.06,13,1987,0.046
280,Вінницька,272.28,1.04,90.28,45.66,14,1987,0.064
281,Вінницька,277.47,2.08,89.61,45.84,15,1987,0.090
282,Вінницька,282.11,2.65,87.84,45.25,16,1987,0.120
283,Вінницька,286.64,3.01,79.84,41.42,17,1987,0.150
284,Вінницька,289.92,2.99,73.28,38.13,18,1987,0.183
285,Вінницька,292.05,5.7,70.74,38.22,19,1987,0.229
286,Вінницька,293.82,8.01,63.2,35.6,20,1987,0.272
287,Вінницька,295.0,11.15,58.08,34.61,21,1987,0.313
288,Вінницька,295.7,17.26,55.02,36.14,22,1987,0.352
289,Вінницька,295.82,25.67,56.4,41.03,23,1987,0.384
290,Вінницька,296.34,38.39,54.37,46.38,24,1987,0.412
291,Вінницька,296.72,50.8,52.69,51.75,25,1987,0.434
292,Вінницька,296.91,59.26,51.66,55.46,26,1987,0.447
293,Вінницька,297.12,62.1,51.35,56.73,27,1987,0.449
294,Вінницька,297.23,62.27,52.29,57.28,28,1987,0.442
295,Вінницька,297.24,57.35,54.53,55.94,29,1987,0.426
296,Вінницька,296.98,51.72,59.23,55.47,30,1987,0.405
297,Вінницька,296.02,45.29,68.74,57.02,31,1987,0.384
298,Вінницька,295.28,43.07,73.28,58.17,32,1987,0.371
299,Вінницька,294.58,42.27,75.05,58.66,33,1987,0.358
300,Вінницька,293.93,42.05,75.15,58.6,34,1987,0.346
301,Вінницька,293.3,43.88,70.66,57.27,35,1987,0.332
302,Вінницька,292.48,47.13,65.19,56.16,36,1987,0.318
303,Вінницька,291.23,48.79,63.3,56.04,37,1987,0.298
304,Вінницька,289.64,46.43,64.43,55.43,38,1987,0.274
305,Вінницька,287.8,41.52,66.11,53.82,39,1987,0.247
306,Вінницька,285.82,35.53,65.54,50.53,40,1987,0.220
307,Вінницька,283.04,31.0,69.85,50.42,41,1987,0.191
308,Вінницька,279.84,26.58,73.9,50.24,42,1987,0.159
309,Вінницька,276.69,22.92,73.67,48.29,43,1987,0.128
310,Вінницька,272.43,19.33,75.06,47.2,44,1987,0.102
311,Вінницька,268.69,14.97,71.79,43.38,45,1987,0.081
312,Вінницька,266.08,12.03,67.22,39.62,46,1987,0.063
313,Вінницька,264.03,10.63,64.5,37.56,47,1987,0.051
314,Вінницька,262.69,10.83,62.32,36.58,48,1987,0.042
315,Вінницька,262.29,12.66,56.64,34.65,49,1987,0.039
316,Вінницька,262.41,14.11,48.41,31.26,50,1987,0.036
317,Вінницька,262.23,16.36,41.32,28.84,51,1987,0.033
318,Вінницька,261.58,20.58,39.09,29.83,52,1987,0.033
319,Вінницька,260.76,24.75,38.17,31.46,01,1988,0.035
320,Вінницька,259.78,27.24,41.42,34.33,02,1988,0.036
321,Вінницька,259.6,29.2,43.83,36.52,03,1988,0.037
322,Вінницька,259.9,30.65,44.89,37.77,04,1988,0.037
323,Вінницька,259.96,32.15,47.63,39.89,05,1988,0.040
324,Вінницька,260.72,30.63,49.93,40.28,06,1988,0.041
325,Вінницька,261.63,26.89,52.3,39.6,07,1988,0.041
326,Вінницька,262.38,26.13,56.06,41.1,08,1988,0.044
327,Вінницька,262.97,25.28,62.17,43.72,09,1988,0.047
328,Вінницька,264.52,21.37,67.48,44.42,10,1988,0.049
329,Вінницька,266.9,19.94,67.93,43.94,11,1988,0.056
330,Вінницька,270.21,16.56,66.73,41.64,12,1988,0.062
331,Вінницька,274.45,13.68,63.01,38.34,13,1988,0.071
332,Вінницька,278.79,13.51,58.53,36.02,14,1988,0.088
333,Вінницька,281.92,13.46,62.66,38.06,15,1988,0.111
334,Вінницька,284.7,13.64,68.28,40.96,16,1988,0.139
335,Вінницька,286.66,13.56,77.38,45.47,17,1988,0.168
336,Вінницька,288.56,14.1,82.6,48.35,18,1988,0.202
337,Вінницька,289.77,14.03,88.23,51.13,19,1988,0.239
338,Вінницька,291.04,14.46,86.83,50.64,20,1988,0.277
339,Вінницька,291.94,15.0,85.19,50.1,21,1988,0.311
340,Вінницька,292.48,16.59,83.71,50.15,22,1988,0.343
341,Вінницька,292.94,21.1,81.82,51.46,23,1988,0.372
342,Вінницька,293.63,33.33,78.81,56.07,24,1988,0.402
343,Вінницька,294.03,42.04,78.36,60.2,25,1988,0.418
344,Вінницька,294.72,47.62,73.48,60.55,26,1988,0.427
345,Вінницька,295.66,56.31,66.32,61.31,27,1988,0.439
346,Вінницька,296.23,64.56,62.53,63.55,28,1988,0.445
347,Вінницька,296.64,68.41,60.55,64.48,29,1988,0.446
348,Вінницька,296.74,67.85,61.54,64.69,30,1988,0.436
349,Вінницька,296.6,64.26,62.83,63.54,31,1988,0.421
350,Вінницька,296.68,60.95,58.97,59.96,32,1988,0.405
351,Вінницька,296.54,56.87,54.34,55.6,33,1988,0.385
352,Вінницька,295.65,49.42,55.6,52.51,34,1988,0.359
353,Вінницька,294.51,44.97,55.76,50.36,35,1988,0.333
354,Вінницька,293.01,42.44,57.57,50.0,36,1988,0.308
355,Вінницька,291.43,40.07,59.49,49.78,37,1988,0.281
356,Вінницька,289.86,37.03,60.92,48.97,38,1988,0.256
357,Вінницька,288.4,36.41,57.85,47.13,39,1988,0.237
358,Вінницька,286.99,41.39,49.36,45.38,40,1988,0.228
359,Вінницька,283.55,43.49,63.23,53.36,41,1988,0.210
360,Вінницька,281.03,49.26,60.91,55.08,42,1988,0.195
361,Вінницька,277.17,51.7,70.57,61.13,43,1988,0.174
362,Вінницька,273.36,49.53,69.5,59.51,44,1988,0.149
363,Вінницька,270.17,44.01,63.85,53.93,45,1988,0.122
364,Вінницька,266.98,39.07,63.13,51.1,46,1988,0.098
365,Вінницька,263.89,33.1,65.35,49.22,47,1988,0.076
366,Вінницька,261.42,31.01,67.58,49.3,48,1988,0.064
367,Вінницька,259.7,29.24,67.04,48.14,49,1988,0.056
368,Вінницька,259.15,27.3,61.07,44.18,50,1988,0.048
369,Вінницька,259.57,30.1,51.56,40.83,51,1988,0.046
370,Вінницька,260.69,32.12,42.2,37.16,52,1988,0.045
371,Вінницька,262.4,33.86,32.05,32.96,01,1989,0.045
372,Вінницька,264.88,37.17,22.66,29.92,02,1989,0.047
373,Вінницька,267.47,39.58,14.38,26.98,03,1989,0.048
374,Вінницька,269.51,44.35,9.4,26.88,04,1989,0.053
375,Вінницька,271.43,49.75,6.89,28.32,05,1989,0.060
376,Вінницька,273.21,51.57,7.07,29.32,06,1989,0.068
377,Вінницька,274.69,52.65,7.99,30.32,07,1989,0.077
378,Вінницька,276.46,53.79,7.93,30.86,08,1989,0.086
379,Вінницька,278.58,55.64,7.97,31.8,09,1989,0.098
380,Вінницька,280.6,57.8,8.89,33.34,10,1989,0.114
381,Вінницька,282.69,59.54,7.13,33.34,11,1989,0.130
382,Вінницька,284.69,62.56,9.62,36.09,12,1989,0.151
383,Вінницька,286.77,67.5,10.79,39.14,13,1989,0.176
384,Вінницька,288.7,69.67,10.14,39.9,14,1989,0.202
385,Вінницька,290.41,69.07,11.93,40.5,15,1989,0.230
386,Вінницька,291.73,67.3,17.92,42.61,16,1989,0.260
387,Вінницька,292.83,66.81,25.79,46.3,17,1989,0.292
388,Вінницька,293.85,67.96,34.23,51.1,18,1989,0.328
389,Вінницька,294.35,66.71,45.97,56.34,19,1989,0.360
390,Вінницька,294.49,64.72,55.22,59.97,20,1989,0.388
391,Вінницька,295.0,61.85,56.96,59.41,21,1989,0.408
392,Вінницька,295.19,53.11,58.97,56.04,22,1989,0.413
393,Вінницька,295.11,41.21,62.07,51.64,23,1989,0.409
394,Вінницька,295.26,32.63,63.67,48.15,24,1989,0.403
395,Вінницька,295.45,28.55,64.42,46.48,25,1989,0.397
396,Вінницька,296.06,29.58,59.61,44.6,26,1989,0.398
397,Вінницька,296.69,28.71,55.06,41.89,27,1989,0.392
398,Вінницька,297.23,24.12,51.2,37.66,28,1989,0.374
399,Вінницька,297.61,19.97,49.18,34.57,29,1989,0.354
400,Вінницька,297.62,16.33,51.11,33.72,30,1989,0.332
401,Вінницька,298.03,15.14,46.85,30.99,31,1989,0.320
402,Вінницька,298.5,13.22,38.91,26.07,32,1989,0.309
403,Вінницька,297.97,10.87,38.01,24.44,33,1989,0.293
404,Вінницька,297.11,11.27,38.31,24.79,34,1989,0.281
405,Вінницька,295.9,13.07,38.52,25.79,35,1989,0.268
406,Вінницька,294.22,16.98,41.01,28.99,36,1989,0.255
407,Вінницька,292.63,21.35,41.68,31.52,37,1989,0.242
408,Вінницька,290.5,26.18,50.06,38.12,38,1989,0.233
409,Вінницька,288.76,35.16,51.16,43.16,39,1989,0.233
410,Вінницька,287.29,45.8,43.89,44.84,40,1989,0.234
411,Вінницька,285.51,53.63,35.45,44.54,41,1989,0.225
412,Вінницька,283.64,63.03,28.53,45.78,42,1989,0.216
413,Вінницька,281.36,72.02,29.56,50.79,43,1989,0.205
414,Вінницька,279.56,79.84,18.88,49.36,44,1989,0.195
415,Вінницька,278.18,81.61,10.82,46.21,45,1989,0.175
416,Вінницька,275.37,77.24,15.5,46.37,46,1989,0.147
417,Вінницька,272.38,71.22,22.19,46.71,47,1989,0.121
418,Вінницька,270.06,64.23,27.54,45.88,48,1989,0.099
419,Вінницька,268.33,58.61,30.35,44.48,49,1989,0.085
420,Вінницька,265.95,52.08,33.91,43.0,50,1989,0.070
421,Вінницька,265.13,49.06,30.07,39.56,51,1989,0.062
422,Вінницька,265.66,48.66,24.23,36.44,52,1989,0.059
