,region,SMT,VCI,TCI,VHI,week,year,SMN
9752,Закарпатська,297.28,71.83,68.3,70.07,23,1997,0.408
9753,Закарпатська,297.54,76.23,73.8,75.02,24,1997,0.420
9754,Закарпатська,297.58,80.71,80.11,80.41,25,1997,0.425
9755,Закарпатська,297.35,82.56,86.87,84.72,26,1997,0.425
9756,Закарпатська,296.91,82.42,90.63,86.52,27,1997,0.422
9757,Закарпатська,296.44,82.33,93.72,88.02,28,1997,0.415
9758,Закарпатська,296.36,85.35,94.73,90.04,29,1997,0.413
9759,Закарпатська,296.41,89.8,94.75,92.28,30,1997,0.414
9760,Закарпатська,296.28,93.2,95.71,94.46,31,1997,0.411
9761,Закарпатська,295.96,95.11,96.91,96.01,32,1997,0.404
9762,Закарпатська,295.7,95.77,96.6,96.18,33,1997,0.395
9763,Закарпатська,295.37,95.64,95.06,95.35,34,1997,0.380
9764,Закарпатська,294.86,94.73,93.18,93.95,35,1997,0.361
9765,Закарпатська,294.03,94.89,88.05,91.47,36,1997,0.344
9766,Закарпатська,292.85,94.88,81.32,88.1,37,1997,0.325
9767,Закарпатська,291.29,92.35,77.46,84.91,38,1997,0.299
9768,Закарпатська,288.94,84.28,78.72,81.5,39,1997,0.266
9769,Закарпатська,286.72,71.2,76.29,73.74,40,1997,0.229
9770,Закарпатська,284.8,62.14,65.66,63.9,41,1997,0.198
9771,Закарпатська,282.67,60.08,55.45,57.77,42,1997,0.178
9772,Закарпатська,280.08,59.15,48.36,53.75,43,1997,0.158
9773,Закарпатська,277.31,56.18,42.99,49.58,44,1997,0.137
9774,Закарпатська,274.46,49.46,39.5,44.48,45,1997,0.112
9775,Закарпатська,271.29,42.12,38.03,40.08,46,1997,0.088
9776,Закарпатська,267.88,36.71,39.64,38.17,47,1997,0.071
9777,Закарпатська,264.55,31.73,41.33,36.53,48,1997,0.057
9778,Закарпатська,262.16,30.57,40.4,35.49,49,1997,0.051
9779,Закарпатська,260.26,31.98,39.42,35.7,50,1997,0.048
9780,Закарпатська,258.99,36.53,41.47,39.0,51,1997,0.046
9781,Закарпатська,258.48,44.46,42.56,43.51,52,1997,0.045
9782,Закарпатська,259.58,60.26,36.25,48.26,01,1998,0.047
9783,Закарпатська,261.6,68.98,26.5,47.74,02,1998,0.051
9784,Закарпатська,263.04,73.47,21.09,47.28,03,1998,0.055
9785,Закарпатська,263.66,71.65,22.11,46.88,04,1998,0.056
9786,Закарпатська,264.26,68.95,25.45,47.2,05,1998,0.057
9787,Закарпатська,265.15,61.34,30.06,45.7,06,1998,0.057
9788,Закарпатська,266.09,50.96,34.8,42.88,07,1998,0.056
9789,Закарпатська,266.33,42.53,41.58,42.06,08,1998,0.054
9790,Закарпатська,267.02,36.98,47.07,42.03,09,1998,0.054
9791,Закарпатська,268.3,33.62,52.71,43.17,10,1998,0.057
9792,Закарпатська,270.55,32.75,57.54,45.14,11,1998,0.062
9793,Закарпатська,273.35,34.82,59.07,46.94,12,1998,0.072
9794,Закарпатська,277.78,39.51,52.65,46.08,13,1998,0.090
9795,Закарпатська,282.07,43.5,43.29,43.39,14,1998,0.113
9796,Закарпатська,286.13,49.68,36.57,43.12,15,1998,0.145
9797,Закарпатська,289.6,55.81,33.52,44.66,16,1998,0.185
9798,Закарпатська,292.39,61.8,33.77,47.79,17,1998,0.231
9799,Закарпатська,294.14,65.18,40.07,52.62,18,1998,0.272
9800,Закарпатська,295.63,68.06,47.03,57.55,19,1998,0.311
9801,Закарпатська,297.03,69.84,49.0,59.42,20,1998,0.345
9802,Закарпатська,297.67,71.45,53.12,62.28,21,1998,0.372
9803,Закарпатська,298.11,69.29,55.1,62.2,22,1998,0.390
9804,Закарпатська,298.93,66.66,53.31,59.98,23,1998,0.400
9805,Закарпатська,299.78,65.84,51.79,58.82,24,1998,0.403
9806,Закарпатська,300.2,67.94,53.59,60.76,25,1998,0.404
9807,Закарпатська,300.51,69.63,55.39,62.51,26,1998,0.402
9808,Закарпатська,301.15,69.56,50.58,60.07,27,1998,0.398
9809,Закарпатська,302.09,70.82,42.38,56.6,28,1998,0.393
9810,Закарпатська,302.99,71.5,34.64,53.07,29,1998,0.386
9811,Закарпатська,303.56,70.12,29.84,49.98,30,1998,0.375
9812,Закарпатська,303.61,65.97,29.32,47.64,31,1998,0.355
9813,Закарпатська,303.01,62.18,33.12,47.65,32,1998,0.337
9814,Закарпатська,301.99,58.98,39.09,49.04,33,1998,0.322
9815,Закарпатська,301.05,57.38,42.52,49.95,34,1998,0.308
9816,Закарпатська,300.47,57.56,38.38,47.97,35,1998,0.293
9817,Закарпатська,299.45,55.8,32.05,43.93,36,1998,0.275
9818,Закарпатська,297.83,53.61,28.23,40.92,37,1998,0.254
9819,Закарпатська,295.81,52.67,28.29,40.48,38,1998,0.234
9820,Закарпатська,293.1,51.85,34.05,42.95,39,1998,0.213
9821,Закарпатська,289.92,48.79,43.18,45.98,40,1998,0.191
9822,Закарпатська,287.02,45.57,44.19,44.88,41,1998,0.168
9823,Закарпатська,284.13,42.98,42.71,42.85,42,1998,0.145
9824,Закарпатська,281.32,41.55,39.14,40.35,43,1998,0.125
9825,Закарпатська,278.35,39.06,36.09,37.57,44,1998,0.105
9826,Закарпатська,275.03,37.32,35.71,36.52,45,1998,0.090
9827,Закарпатська,270.99,36.37,38.57,37.47,46,1998,0.078
9828,Закарпатська,267.85,36.17,39.06,37.62,47,1998,0.069
9829,Закарпатська,265.52,36.91,36.78,36.84,48,1998,0.062
9830,Закарпатська,264.18,34.95,31.58,33.26,49,1998,0.055
9831,Закарпатська,263.51,35.2,25.41,30.3,50,1998,0.050
9832,Закарпатська,262.41,40.87,26.2,33.53,51,1998,0.049
9833,Закарпатська,260.68,45.64,31.94,38.79,52,1998,0.045
9834,Закарпатська,259.69,54.81,35.41,45.11,01,1999,0.043
9835,Закарпатська,259.64,57.11,35.71,46.41,02,1999,0.043
9836,Закарпатська,259.07,57.69,38.94,48.32,03,1999,0.044
9837,Закарпатська,256.98,56.2,51.41,53.81,04,1999,0.045
9838,Закарпатська,255.29,53.49,63.14,58.32,05,1999,0.045
9839,Закарпатська,256.39,50.17,63.74,56.95,06,1999,0.047
9840,Закарпатська,258.28,45.52,61.66,53.59,07,1999,0.051
9841,Закарпатська,260.47,40.53,60.13,50.33,08,1999,0.052
9842,Закарпатська,263.88,38.52,56.7,47.61,09,1999,0.056
9843,Закарпатська,268.8,39.23,50.66,44.95,10,1999,0.064
9844,Закарпатська,274.42,42.86,42.92,42.89,11,1999,0.078
9845,Закарпатська,278.59,48.94,38.75,43.85,12,1999,0.097
9846,Закарпатська,282.36,56.04,35.1,45.57,13,1999,0.122
9847,Закарпатська,286.39,63.24,27.17,45.21,14,1999,0.154
9848,Закарпатська,290.49,70.71,20.15,45.43,15,1999,0.193
9849,Закарпатська,293.2,74.18,19.35,46.77,16,1999,0.231
9850,Закарпатська,294.35,75.41,24.32,49.87,17,1999,0.267
9851,Закарпатська,295.29,75.41,32.75,54.08,18,1999,0.299
9852,Закарпатська,296.9,75.96,37.28,56.62,19,1999,0.331
9853,Закарпатська,298.33,77.68,38.43,58.05,20,1999,0.364
9854,Закарпатська,299.66,81.06,36.65,58.85,21,1999,0.393
9855,Закарпатська,301.04,80.86,30.12,55.49,22,1999,0.411
9856,Закарпатська,302.19,78.14,23.66,50.9,23,1999,0.419
9857,Закарпатська,302.82,74.49,21.98,48.24,24,1999,0.417
9858,Закарпатська,303.31,70.51,21.66,46.08,25,1999,0.407
9859,Закарпатська,303.68,64.53,22.69,43.61,26,1999,0.392
9860,Закарпатська,304.18,58.76,20.74,39.75,27,1999,0.378
9861,Закарпатська,304.56,55.11,18.78,36.94,28,1999,0.363
9862,Закарпатська,304.51,50.66,19.98,35.32,29,1999,0.345
9863,Закарпатська,304.39,46.07,21.68,33.87,30,1999,0.327
9864,Закарпатська,303.86,42.96,26.63,34.79,31,1999,0.310
9865,Закарпатська,303.27,40.23,30.42,35.32,32,1999,0.294
9866,Закарпатська,302.67,37.59,32.38,34.99,33,1999,0.281
9867,Закарпатська,301.83,36.53,34.6,35.57,34,1999,0.270
9868,Закарпатська,300.39,34.6,38.56,36.58,35,1999,0.253
9869,Закарпатська,299.17,32.0,34.4,33.2,36,1999,0.234
9870,Закарпатська,298.01,28.64,25.64,27.14,37,1999,0.213
9871,Закарпатська,296.6,24.35,19.46,21.91,38,1999,0.188
9872,Закарпатська,294.14,20.35,22.77,21.56,39,1999,0.163
9873,Закарпатська,290.79,17.17,33.94,25.56,40,1999,0.137
9874,Закарпатська,286.39,14.28,50.76,32.52,41,1999,0.113
9875,Закарпатська,282.3,14.33,59.62,36.97,42,1999,0.094
9876,Закарпатська,278.8,15.26,58.07,36.66,43,1999,0.078
9877,Закарпатська,275.54,16.1,53.52,34.81,44,1999,0.065
9878,Закарпатська,271.85,16.62,52.95,34.79,45,1999,0.056
9879,Закарпатська,267.29,17.23,56.1,36.67,46,1999,0.049
9880,Закарпатська,263.69,18.26,57.5,37.88,47,1999,0.043
9881,Закарпатська,261.14,19.44,55.58,37.51,48,1999,0.040
9882,Закарпатська,260.08,20.93,49.01,34.97,49,1999,0.038
9883,Закарпатська,260.28,21.28,39.25,30.26,50,1999,0.036
9884,Закарпатська,260.51,23.23,34.56,28.9,51,1999,0.034
9885,Закарпатська,260.71,27.57,31.66,29.61,52,1999,0.033
9886,Закарпатська,260.79,36.37,29.86,33.12,01,2000,0.033
9887,Закарпатська,260.71,37.98,30.31,34.14,02,2000,0.033
9888,Закарпатська,259.8,38.49,35.47,36.98,03,2000,0.033
9889,Закарпатська,259.54,38.18,40.13,39.16,04,2000,0.033
9890,Закарпатська,260.15,36.21,42.86,39.54,05,2000,0.033
9891,Закарпатська,260.98,30.87,46.32,38.59,06,2000,0.032
9892,Закарпатська,262.41,24.05,47.79,35.92,07,2000,0.031
9893,Закарпатська,263.7,20.29,50.02,35.16,08,2000,0.031
9894,Закарпатська,265.16,19.04,52.57,35.81,09,2000,0.033
9895,Закарпатська,266.61,18.18,57.52,37.85,10,2000,0.036
9896,Закарпатська,269.02,19.47,61.84,40.66,11,2000,0.042
9897,Закарпатська,272.2,21.43,62.05,41.74,12,2000,0.050
9898,Закарпатська,276.88,24.67,55.31,39.99,13,2000,0.062
9899,Закарпатська,282.46,28.73,41.6,35.16,14,2000,0.082
9900,Закарпатська,287.15,33.56,32.74,33.15,15,2000,0.109
9901,Закарпатська,290.42,40.99,30.38,35.69,16,2000,0.148
9902,Закарпатська,292.72,47.06,32.36,39.71,17,2000,0.192
9903,Закарпатська,293.92,49.54,41.48,45.51,18,2000,0.230
9904,Закарпатська,294.75,48.74,53.69,51.22,19,2000,0.261
9905,Закарпатська,295.92,47.92,58.08,53.0,20,2000,0.292
9906,Закарпатська,296.79,45.17,60.4,52.79,21,2000,0.316
9907,Закарпатська,297.7,42.22,58.8,50.51,22,2000,0.339
9908,Закарпатська,298.04,39.87,61.56,50.71,23,2000,0.355
9909,Закарпатська,298.29,46.52,66.73,56.62,24,2000,0.372
9910,Закарпатська,298.41,57.44,72.19,64.82,25,2000,0.387
9911,Закарпатська,298.5,63.68,75.97,69.82,26,2000,0.393
9912,Закарпатська,298.68,63.83,74.47,69.15,27,2000,0.389
9913,Закарпатська,298.67,62.08,74.09,68.09,28,2000,0.378
9914,Закарпатська,298.92,59.43,72.3,65.87,29,2000,0.363
9915,Закарпатська,299.39,56.96,68.37,62.66,30,2000,0.349
9916,Закарпатська,298.92,50.02,72.32,61.17,31,2000,0.324
9917,Закарпатська,298.4,43.22,75.14,59.18,32,2000,0.300
9918,Закарпатська,298.05,37.97,75.24,56.6,33,2000,0.281
9919,Закарпатська,297.05,32.68,79.58,56.13,34,2000,0.262
9920,Закарпатська,295.41,32.26,87.05,59.66,35,2000,0.249
9921,Закарпатська,293.66,34.45,89.66,62.05,36,2000,0.238
9922,Закарпатська,291.86,38.83,89.35,64.09,37,2000,0.230
9923,Закарпатська,290.93,49.15,81.2,65.18,38,2000,0.229
9924,Закарпатська,289.99,58.79,68.01,63.4,39,2000,0.225
9925,Закарпатська,288.6,63.13,57.28,60.2,40,2000,0.217
9926,Закарпатська,286.64,63.06,48.0,55.53,41,2000,0.202
9927,Закарпатська,284.43,61.06,39.97,50.51,42,2000,0.181
9928,Закарпатська,281.88,57.62,35.05,46.33,43,2000,0.156
9929,Закарпатська,278.78,46.26,33.56,39.91,44,2000,0.120
9930,Закарпатська,276.2,36.86,29.86,33.36,45,2000,0.091
9931,Закарпатська,273.55,31.69,27.43,29.56,46,2000,0.071
9932,Закарпатська,271.81,29.11,22.62,25.86,47,2000,0.059
9933,Закарпатська,271.32,30.03,13.01,21.52,48,2000,0.053
9934,Закарпатська,270.75,31.5,5.64,18.57,49,2000,0.050
9935,Закарпатська,269.37,30.86,3.94,17.4,50,2000,0.046
9936,Закарпатська,268.33,33.85,4.35,19.1,51,2000,0.042
9937,Закарпатська,267.95,45.1,3.82,24.46,52,2000,0.046
9938,Закарпатська,267.26,61.44,4.7,33.07,01,2001,0.048
9939,Закарпатська,266.2,76.26,8.38,42.32,02,2001,0.057
9940,Закарпатська,265.46,78.02,12.29,45.15,03,2001,0.061
9941,Закарпатська,265.27,74.51,16.0,45.25,04,2001,0.062
9942,Закарпатська,265.07,66.58,22.34,44.46,05,2001,0.058
9943,Закарпатська,264.97,59.48,30.86,45.17,06,2001,0.057
9944,Закарпатська,265.46,54.12,37.06,45.59,07,2001,0.060
9945,Закарпатська,267.41,52.89,37.82,45.35,08,2001,0.067
9946,Закарпатська,270.39,55.5,35.64,45.57,09,2001,0.078
9947,Закарпатська,273.39,61.03,35.12,48.07,10,2001,0.096
9948,Закарпатська,276.94,66.45,33.69,50.07,11,2001,0.116
9949,Закарпатська,280.05,69.95,33.38,51.66,12,2001,0.135
9950,Закарпатська,283.51,74.29,31.08,52.69,13,2001,0.159
9951,Закарпатська,286.05,76.38,28.74,52.56,14,2001,0.185
9952,Закарпатська,288.48,76.08,27.99,52.03,15,2001,0.209
9953,Закарпатська,290.74,75.3,29.3,52.3,16,2001,0.237
9954,Закарпатська,292.1,75.65,35.6,55.62,17,2001,0.271
9955,Закарпатська,292.72,76.39,49.22,62.8,18,2001,0.305
9956,Закарпатська,293.1,76.42,65.62,71.02,19,2001,0.335
9957,Закарпатська,293.84,75.63,75.1,75.37,20,2001,0.360
9958,Закарпатська,294.25,74.19,81.35,77.77,21,2001,0.379
9959,Закарпатська,294.27,72.14,87.46,79.8,22,2001,0.395
9960,Закарпатська,295.1,70.88,87.73,79.3,23,2001,0.407
9961,Закарпатська,296.51,73.05,84.04,78.55,24,2001,0.415
9962,Закарпатська,297.75,76.38,78.99,77.69,25,2001,0.419
9963,Закарпатська,299.39,78.88,67.22,73.05,26,2001,0.419
9964,Закарпатська,300.98,77.81,52.46,65.13,27,2001,0.414
9965,Закарпатська,302.16,73.85,41.85,57.85,28,2001,0.400
9966,Закарпатська,302.81,68.18,36.37,52.28,29,2001,0.380
9967,Закарпатська,303.68,63.92,28.64,46.28,30,2001,0.363
9968,Закарпатська,304.33,61.35,22.44,41.9,31,2001,0.347
9969,Закарпатська,303.5,54.89,28.18,41.54,32,2001,0.323
9970,Закарпатська,302.44,49.54,34.35,41.95,33,2001,0.303
9971,Закарпатська,301.67,47.24,36.0,41.62,34,2001,0.289
9972,Закарпатська,299.95,44.17,42.95,43.56,35,2001,0.269
9973,Закарпатська,297.84,42.88,48.47,45.67,36,2001,0.252
9974,Закарпатська,295.7,43.94,50.68,47.31,37,2001,0.237
9975,Закарпатська,293.41,47.94,54.46,51.2,38,2001,0.225
9976,Закарпатська,291.2,52.51,54.59,53.55,39,2001,0.214
9977,Закарпатська,288.06,54.64,62.81,58.72,40,2001,0.201
9978,Закарпатська,285.0,56.16,64.52,60.34,41,2001,0.187
9979,Закарпатська,282.61,58.33,56.33,57.33,42,2001,0.173
9980,Закарпатська,279.86,60.37,49.94,55.15,43,2001,0.158
9981,Закарпатська,276.2,59.82,49.05,54.43,44,2001,0.141
9982,Закарпатська,271.22,54.75,55.4,55.07,45,2001,0.119
9983,Закарпатська,265.76,49.31,61.48,55.39,46,2001,0.098
9984,Закарпатська,261.63,47.78,64.16,55.97,47,2001,0.085
9985,Закарпатська,256.7,43.16,71.55,57.35,48,2001,0.070
9986,Закарпатська,252.91,39.97,76.06,58.01,49,2001,0.061
9987,Закарпатська,250.95,42.13,76.04,59.09,50,2001,0.057
9988,Закарпатська,250.13,47.41,77.89,62.65,51,2001,0.054
9989,Закарпатська,250.06,53.28,79.25,66.27,52,2001,0.050
9990,Закарпатська,251.17,67.27,75.36,71.32,01,2002,0.050
9991,Закарпатська,253.8,70.47,63.2,66.83,02,2002,0.051
9992,Закарпатська,258.34,76.98,42.54,59.76,03,2002,0.056
9993,Закарпатська,263.16,81.26,24.15,52.71,04,2002,0.062
9994,Закарпатська,266.79,79.7,14.22,46.96,05,2002,0.065
9995,Закарпатська,270.52,79.8,8.63,44.22,06,2002,0.073
9996,Закарпатська,274.36,79.13,5.11,42.12,07,2002,0.084
9997,Закарпатська,277.33,78.5,4.79,41.65,08,2002,0.095
9998,Закарпатська,279.66,78.59,5.27,41.93,09,2002,0.106
9999,Закарпатська,281.85,77.53,6.47,42.0,10,2002,0.117
10000,Закарпатська,284.57,79.92,5.4,42.66,11,2002,0.135
10001,Закарпатська,287.26,83.0,5.61,44.3,12,2002,0.156
10002,Закарпатська,289.49,84.86,8.54,46.7,13,2002,0.178
10003,Закарпатська,291.49,85.55,8.85,47.2,14,2002,0.203
10004,Закарпатська,293.15,84.63,10.68,47.66,15,2002,0.227
10005,Закарпатська,295.09,82.93,12.26,47.59,16,2002,0.254
10006,Закарпатська,297.13,82.62,11.17,46.9,17,2002,0.287
10007,Закарпатська,298.3,83.74,13.81,48.77,18,2002,0.323
10008,Закарпатська,299.57,83.77,16.79,50.28,19,2002,0.353
10009,Закарпатська,300.73,80.61,18.88,49.75,20,2002,0.372
10010,Закарпатська,301.15,74.95,24.42,49.69,21,2002,0.380
10011,Закарпатська,301.39,64.54,27.49,46.02,22,2002,0.381
10012,Закарпатська,301.54,50.89,29.99,40.44,23,2002,0.374
10013,Закарпатська,302.04,39.43,30.19,34.81,24,2002,0.361
10014,Закарпатська,303.05,35.29,25.07,30.18,25,2002,0.349
10015,Закарпатська,303.88,33.01,21.61,27.31,26,2002,0.337
10016,Закарпатська,304.47,29.95,18.9,24.42,27,2002,0.326
10017,Закарпатська,304.8,30.38,17.5,23.94,28,2002,0.316
10018,Закарпатська,304.48,29.75,21.23,25.49,29,2002,0.305
10019,Закарпатська,303.7,31.22,28.68,29.95,30,2002,0.298
10020,Закарпатська,303.19,37.44,33.15,35.3,31,2002,0.298
10021,Закарпатська,302.63,42.49,36.4,39.44,32,2002,0.298
10022,Закарпатська,301.83,44.85,40.28,42.56,33,2002,0.294
10023,Закарпатська,300.91,47.29,43.36,45.32,34,2002,0.289
10024,Закарпатська,299.33,48.76,49.38,49.07,35,2002,0.278
10025,Закарпатська,297.27,49.7,54.72,52.21,36,2002,0.264
10026,Закарпатська,294.48,51.46,64.4,57.93,37,2002,0.251
10027,Закарпатська,291.11,55.6,80.19,67.89,38,2002,0.239
10028,Закарпатська,288.39,62.01,85.29,73.65,39,2002,0.230
10029,Закарпатська,286.24,65.67,82.13,73.9,40,2002,0.221
10030,Закарпатська,283.25,67.59,81.7,74.64,41,2002,0.209
10031,Закарпатська,279.77,66.76,81.42,74.09,42,2002,0.190
10032,Закарпатська,275.98,61.81,78.08,69.95,43,2002,0.163
10033,Закарпатська,273.09,60.59,68.12,64.35,44,2002,0.145
10034,Закарпатська,270.72,63.89,58.93,61.41,45,2002,0.136
10035,Закарпатська,268.56,71.0,50.41,60.7,46,2002,0.134
10036,Закарпатська,266.97,80.71,43.53,62.12,47,2002,0.136
10037,Закарпатська,265.43,88.55,37.81,63.18,48,2002,0.134
10038,Закарпатська,264.2,92.39,32.05,62.22,49,2002,0.130
10039,Закарпатська,262.02,95.45,32.07,63.76,50,2002,0.119
10040,Закарпатська,259.31,96.16,40.03,68.09,51,2002,0.100
10041,Закарпатська,258.61,95.6,41.91,68.75,52,2002,0.083
10042,Закарпатська,258.21,88.48,42.88,65.68,01,2003,0.068
10043,Закарпатська,256.84,75.67,48.87,62.27,02,2003,0.056
10044,Закарпатська,255.45,59.62,55.19,57.41,03,2003,0.046
10045,Закарпатська,254.25,43.26,63.39,53.33,04,2003,0.037
10046,Закарпатська,254.59,31.35,66.39,48.87,05,2003,0.030
10047,Закарпатська,255.76,21.8,66.61,44.21,06,2003,0.025
10048,Закарпатська,257.06,14.54,66.46,40.5,07,2003,0.022
10049,Закарпатська,258.74,11.88,66.35,39.12,08,2003,0.022
10050,Закарпатська,260.86,10.86,66.89,38.87,09,2003,0.023
10051,Закарпатська,263.21,10.94,69.59,40.26,10,2003,0.026
10052,Закарпатська,265.42,13.78,75.92,44.85,11,2003,0.033
10053,Закарпатська,268.46,19.28,76.53,47.91,12,2003,0.046
10054,Закарпатська,273.68,25.43,67.55,46.49,13,2003,0.064
10055,Закарпатська,279.67,30.58,52.04,41.31,14,2003,0.086
10056,Закарпатська,285.21,35.27,40.16,37.71,15,2003,0.112
10057,Закарпатська,289.74,37.12,33.32,35.22,16,2003,0.138
10058,Закарпатська,293.56,37.13,28.75,32.94,17,2003,0.165
10059,Закарпатська,297.21,37.2,21.53,29.36,18,2003,0.196
10060,Закарпатська,300.14,37.54,14.55,26.05,19,2003,0.231
10061,Закарпатська,301.81,36.29,12.75,24.52,20,2003,0.263
10062,Закарпатська,302.85,32.51,12.99,22.75,21,2003,0.288
10063,Закарпатська,303.09,25.03,15.11,20.07,22,2003,0.305
10064,Закарпатська,302.31,19.29,23.82,21.56,23,2003,0.315
10065,Закарпатська,301.13,19.77,39.5,29.63,24,2003,0.322
10066,Закарпатська,299.75,27.09,58.97,43.03,25,2003,0.333
10067,Закарпатська,298.56,38.61,74.88,56.75,26,2003,0.347
10068,Закарпатська,297.65,51.02,82.73,66.88,27,2003,0.365
10069,Закарпатська,297.03,66.25,86.97,76.61,28,2003,0.386
10070,Закарпатська,296.39,76.56,91.39,83.98,29,2003,0.399
10071,Закарпатська,296.2,83.36,92.95,88.15,30,2003,0.409
10072,Закарпатська,296.63,88.46,90.9,89.68,31,2003,0.417
10073,Закарпатська,296.43,90.01,90.67,90.34,32,2003,0.413
10074,Закарпатська,296.52,90.17,88.11,89.14,33,2003,0.403
10075,Закарпатська,296.41,89.28,85.54,87.41,34,2003,0.387
10076,Закарпатська,295.81,88.33,84.07,86.2,35,2003,0.367
10077,Закарпатська,295.07,87.19,77.89,82.54,36,2003,0.346
10078,Закарпатська,294.31,85.62,66.27,75.94,37,2003,0.321
10079,Закарпатська,293.4,82.43,54.9,68.67,38,2003,0.290
10080,Закарпатська,291.73,79.06,48.74,63.9,39,2003,0.263
10081,Закарпатська,289.23,72.37,50.35,61.36,40,2003,0.233
10082,Закарпатська,286.6,66.17,48.34,57.25,41,2003,0.206
10083,Закарпатська,283.1,59.04,52.26,55.65,42,2003,0.175
10084,Закарпатська,280.08,55.45,48.7,52.08,43,2003,0.150
10085,Закарпатська,277.81,54.33,39.64,46.99,44,2003,0.133
10086,Закарпатська,275.16,50.97,35.23,43.1,45,2003,0.113
10087,Закарпатська,272.37,47.95,32.45,40.2,46,2003,0.096
10088,Закарпатська,268.86,43.67,34.71,39.19,47,2003,0.080
10089,Закарпатська,265.53,41.06,36.62,38.84,48,2003,0.068
10090,Закарпатська,262.68,40.5,37.56,39.03,49,2003,0.062
10091,Закарпатська,260.22,40.49,38.96,39.72,50,2003,0.057
10092,Закарпатська,257.19,40.34,48.11,44.23,51,2003,0.049
10093,Закарпатська,252.66,41.68,64.11,52.9,52,2003,0.043
10094,Закарпатська,248.44,45.0,76.1,60.55,01,2004,0.038
10095,Закарпатська,247.26,45.73,82.89,64.31,05,2004,0.040
10096,Закарпатська,248.64,42.72,84.22,63.47,06,2004,0.041
10097,Закарпатська,250.48,38.14,83.13,60.63,07,2004,0.044
10098,Закарпатська,252.93,36.5,80.41,58.46,08,2004,0.048
10099,Закарпатська,255.43,36.12,79.05,57.59,09,2004,0.053
10100,Закарпатська,259.71,37.44,77.93,57.68,10,2004,0.062
10101,Закарпатська,297.18,67.3,79.04,73.17,25,2004,0.404
10102,Закарпатська,296.8,68.22,84.98,76.6,26,2004,0.401
10103,Закарпатська,297.45,73.7,81.91,77.81,27,2004,0.407
10104,Закарпатська,297.84,77.48,79.3,78.39,28,2004,0.408
10105,Закарпатська,298.2,79.65,78.27,78.96,30,2004,0.396
10106,Закарпатська,297.94,80.02,80.73,80.38,31,2004,0.386
10107,Закарпатська,297.69,80.31,81.34,80.82,32,2004,0.375
10108,Закарпатська,297.26,79.83,82.4,81.11,33,2004,0.364
10109,Закарпатська,297.03,82.77,79.89,81.33,34,2004,0.358
10110,Закарпатська,296.76,86.19,74.89,80.54,35,2004,0.349
10111,Закарпатська,296.25,85.17,65.31,75.24,36,2004,0.330
10112,Закарпатська,295.56,86.01,52.44,69.23,37,2004,0.314
10113,Закарпатська,294.06,86.84,47.56,67.2,38,2004,0.295
10114,Закарпатська,292.11,85.21,44.78,64.99,39,2004,0.272
10115,Закарпатська,289.8,81.64,44.3,62.97,40,2004,0.251
10116,Закарпатська,287.64,79.03,37.6,58.32,41,2004,0.231
10117,Закарпатська,285.06,77.66,34.22,55.94,42,2004,0.212
10118,Закарпатська,282.46,76.43,30.87,53.65,43,2004,0.192
10119,Закарпатська,280.44,75.68,23.49,49.59,44,2004,0.175
10120,Закарпатська,277.66,74.93,22.17,48.55,45,2004,0.158
10121,Закарпатська,274.47,75.29,23.16,49.22,46,2004,0.144
10122,Закарпатська,272.12,75.87,21.18,48.53,47,2004,0.131
10123,Закарпатська,269.23,74.52,21.6,48.06,48,2004,0.115
10124,Закарпатська,266.34,69.46,22.99,46.23,49,2004,0.099
10125,Закарпатська,263.33,67.23,26.58,46.9,50,2004,0.086
10126,Закарпатська,261.41,73.46,30.99,52.23,51,2004,0.079
10127,Закарпатська,259.77,79.88,36.61,58.25,52,2004,0.072
10128,Закарпатська,256.75,89.0,49.75,69.37,01,2005,0.067
10129,Закарпатська,253.86,87.88,61.86,74.87,02,2005,0.064
10130,Закарпатська,250.18,79.28,74.4,76.84,03,2005,0.058
10131,Закарпатська,248.16,69.18,82.22,75.7,04,2005,0.053
10132,Закарпатська,247.95,64.65,86.55,75.6,05,2005,0.053
10133,Закарпатська,250.16,55.59,83.8,69.69,06,2005,0.052
10134,Закарпатська,254.59,48.08,74.31,61.2,07,2005,0.054
10135,Закарпатська,259.77,46.51,63.11,54.81,08,2005,0.059
10136,Закарпатська,263.93,48.55,57.2,52.87,09,2005,0.069
10137,Закарпатська,268.31,52.92,52.81,52.86,10,2005,0.084
10138,Закарпатська,272.51,55.8,50.49,53.15,11,2005,0.099
10139,Закарпатська,277.21,59.11,44.52,51.82,12,2005,0.115
10140,Закарпатська,281.45,63.13,39.04,51.09,13,2005,0.136
10141,Закарпатська,285.6,64.69,30.54,47.62,14,2005,0.158
10142,Закарпатська,289.86,66.9,22.98,44.94,15,2005,0.186
10143,Закарпатська,292.62,68.43,22.05,45.24,16,2005,0.218
10144,Закарпатська,294.93,69.63,22.08,45.85,17,2005,0.253
10145,Закарпатська,297.03,72.29,22.31,47.3,18,2005,0.292
10146,Закарпатська,298.89,76.62,22.47,49.54,19,2005,0.335
10147,Закарпатська,300.67,78.85,20.15,49.5,20,2005,0.369
10148,Закарпатська,301.97,79.49,18.79,49.14,21,2005,0.393
10149,Закарпатська,302.29,75.51,20.74,48.13,22,2005,0.404
10150,Закарпатська,301.56,64.98,35.18,50.08,24,2005,0.405
